Model,Link,Details,Price,Shipping Price
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001--id28567746.htm,5712/1A-001,144314,131
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-blue-dial--id28317223.htm,5712 Blue Dial,133713,556
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32591010.htm,5712/1A-001,102514,557
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-geneve-stamp--id24666114.htm,5712 Geneve Stamp,133713,222
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-full-set-like-new--id31854897.htm,5712 full set like new,111428,280
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-stainless-steel-57121a-001---ats-w007755--id27785502.htm,Stainless Steel 5712/1A-001 - ATS-W007755,135682,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30631992.htm,5712/1A-001,127091,439
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-nuovo-sigillato--id30391901.htm,nuovo sigillato,155999,1113
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001--id28253118.htm,5712/1A-001,150874,131
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29304102.htm,5712/1A-001,144384,167
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29163274.htm,5712/1A-001,120669,473
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-tiffany-nos--id32732931.htm,5712 Tiffany NOS,250712,946
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30705865.htm,5712/1A-001,118113,166
Patek Philippe,https://www.chrono24.com/patekphilippe/patek-philippe-nautius-fasi-luna-57121a-0012017-italiano--full-setacciaio-40mm--id24438850.htm,"Nautius Fasi Luna 5712/1A-001,(2017 Italiano ) Full set,Acciaio 40mm",125802,669
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30714440.htm,5712/1A-001,107327,22
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-double-sealed-57121a-001--id30822873.htm,Moonphase “Double Sealed” 5712/1A-001,121252,196
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30468192.htm,5712/1A-001,100174,66
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001--id29510619.htm,5712/1A-001,150874,131
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32054189.htm,5712/1A-001,129000,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001--id22557236.htm,5712/1A-001,144856,1114
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id26605739.htm,5712/1A-001,102332,105
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001--id30691308.htm,5712/1A-001,111316,2227
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-2018--id30054614.htm,Moon Phase 2018,122096,22
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-57121a-001--id32519853.htm,Moonphase 5712/1A-001,163151,196
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id8147035.htm,5712/1A-001,120699,64
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-power-reserve--moon-phases-57121a--id3157873.htm,Power Reserve & Moon-Phases 5712/1A,131636,694
